,Timestamp,FIT-900-01/AI-FLOW/OUT.CV g/sec,PT-900-01/AI1/OUT.CV psig,PT-900-02/AI1/OUT.CV psig,PT-900-03/AI1/OUT.CV psig,PT-900-04/AI1/OUT.CV psig,TIT-900-01/AI-TEMP/OUT.CV C
0,2025-12-08 14:34:00-05:00,0.0,0.0770581066608429,0.2148661315441131,0.0596532821655273,0.106860876083374,22.09627342224121
1,2025-12-08 14:34:01-05:00,0.0,0.0770581066608429,0.2148661315441131,0.0596532821655273,0.106860876083374,22.09627342224121
2,2025-12-08 14:34:02-05:00,0.0,0.0770581066608429,0.2148661315441131,0.0596532821655273,0.106860876083374,22.09627342224121
3,2025-12-08 14:34:03-05:00,0.0,0.0770581066608429,0.2148661315441131,0.0596532821655273,0.106860876083374,22.1343994140625
4,2025-12-08 14:34:04-05:00,0.0,0.0770581066608429,0.2148661315441131,0.0596532821655273,0.0968471467494964,22.1343994140625
5,2025-12-08 14:34:05-05:00,0.0,0.0770581066608429,0.2148661315441131,0.0596532821655273,0.0968471467494964,22.1343994140625
6,2025-12-08 14:34:06-05:00,0.0,0.0770581066608429,0.2148661315441131,0.0596532821655273,0.0968471467494964,22.1343994140625
7,2025-12-08 14:34:07-05:00,0.0,0.0770581066608429,0.2148661315441131,0.0596532821655273,0.0968471467494964,22.1343994140625
8,2025-12-08 14:34:08-05:00,0.0,0.0770581066608429,0.2148661315441131,0.0596532821655273,0.0968471467494964,22.1343994140625
9,2025-12-08 14:34:09-05:00,0.0,0.0770581066608429,0.2148661315441131,0.0596532821655273,0.0968471467494964,22.1343994140625
10,2025-12-08 14:34:10-05:00,0.0,0.0770581066608429,0.2148661315441131,0.0596532821655273,0.0968471467494964,22.1343994140625
11,2025-12-08 14:34:11-05:00,0.0,0.0770581066608429,0.2148661315441131,0.0596532821655273,0.0968471467494964,22.1343994140625
12,2025-12-08 14:34:12-05:00,0.0,0.0770581066608429,0.2148661315441131,0.0596532821655273,0.0968471467494964,22.1343994140625
13,2025-12-08 14:34:13-05:00,0.0,0.0770581066608429,0.2148661315441131,0.0596532821655273,0.0968471467494964,22.10497283935547
14,2025-12-08 14:34:14-05:00,0.0,0.0770581066608429,0.2148661315441131,0.0596532821655273,0.0968471467494964,22.10497283935547
15,2025-12-08 14:34:15-05:00,0.0,0.0770581066608429,0.2148661315441131,0.0596532821655273,0.0968471467494964,22.10497283935547
16,2025-12-08 14:34:16-05:00,0.0,0.0770581066608429,0.2148661315441131,0.0596532821655273,0.0968471467494964,22.10497283935547
17,2025-12-08 14:34:17-05:00,0.0,0.0770581066608429,0.2148661315441131,0.0596532821655273,0.0968471467494964,22.10497283935547
18,2025-12-08 14:34:18-05:00,0.0,0.0770581066608429,0.2148661315441131,0.0596532821655273,0.0968471467494964,22.10497283935547
19,2025-12-08 14:34:19-05:00,0.0,0.0770581066608429,0.2148661315441131,0.0596532821655273,0.0968471467494964,22.10497283935547
20,2025-12-08 14:34:20-05:00,0.0,0.0770581066608429,0.2148661315441131,0.0596532821655273,0.0968471467494964,22.10497283935547
21,2025-12-08 14:34:21-05:00,0.0,0.0770581066608429,0.2148661315441131,0.0596532821655273,0.0968471467494964,22.10497283935547
22,2025-12-08 14:34:22-05:00,0.0,0.0770581066608429,0.2148661315441131,0.0596532821655273,0.0968471467494964,22.10497283935547
23,2025-12-08 14:34:23-05:00,0.0,0.0770581066608429,0.2148661315441131,0.0596532821655273,0.0968471467494964,22.10497283935547
24,2025-12-08 14:34:24-05:00,0.0,0.0770581066608429,0.2148661315441131,0.0596532821655273,0.0968471467494964,22.10497283935547
25,2025-12-08 14:34:25-05:00,0.0,0.0770581066608429,0.2148661315441131,0.0596532821655273,0.0968471467494964,22.10497283935547
26,2025-12-08 14:34:26-05:00,0.0,0.0770581066608429,0.2148661315441131,0.0596532821655273,0.0968471467494964,22.10497283935547
27,2025-12-08 14:34:27-05:00,0.0,0.0770581066608429,0.2148661315441131,0.0596532821655273,0.0968471467494964,22.10497283935547
